Year,Month,Day,Hour (in GMT),Minute,Second,Depth raw (cm),Temperature (deg C),"Depth (baro-corrected, cm)",Discharge (cfs or ft^3/s)
2004,10,2,11,0,0,98.9,6.18,24.1,2.5259
2004,10,2,11,30,0,98.7,6.16,24.3,2.5901
2004,10,2,12,0,0,99.2,6.12,24.9,2.789
2004,10,2,12,30,0,98.9,6.05,24.4,2.6225
2004,10,2,13,0,0,99.2,5.99,24.4,2.6225
2004,10,2,13,30,0,99.3,5.94,24.4,2.6225
2004,10,2,14,0,0,99.2,5.94,24.2,2.5579
2004,10,2,14,30,0,99.8,5.9,24.6,2.6883
2004,10,2,15,0,0,100.2,6.01,24.9,2.789
2004,10,2,15,30,0,100.3,6.06,24.7,2.7216
2004,10,2,16,0,0,100.3,6.25,25.1,2.8575
2004,10,2,16,30,0,100.2,6.48,24.8,2.7551
2004,10,2,17,0,0,100.5,6.95,25.6,3.0336
2004,10,2,17,30,0,100.3,7.24,25.4,2.9623
2004,10,2,18,0,0,100.5,7.51,26.1,3.2168
2004,10,2,18,30,0,100.3,7.72,25.5,2.9978
2004,10,2,19,0,0,99.9,8.12,25.1,2.8575
2004,10,2,19,30,0,100.1,8.32,26.4,3.3302
2004,10,2,20,0,0,100.4,8.63,27,3.5649
2004,10,2,20,30,0,99.3,9.11,25.3,2.9271
2004,10,2,21,0,0,99,9.78,24.6,2.6883
2004,10,2,21,30,0,99.3,10.29,25.3,2.9271
2004,10,2,22,0,0,99.1,10.35,25.3,2.9271
2004,10,2,22,30,0,98.9,10.29,24.9,2.789
2004,10,2,23,0,0,99,10.2,25,2.8231
2004,10,2,23,30,0,99.3,10.23,24.9,2.789
2004,10,3,0,0,0,99.7,10.09,25.2,2.8921
2004,10,3,0,30,0,99.6,9.87,24.8,2.7551
2004,10,3,1,0,0,99.7,9.63,25.1,2.8575
2004,10,3,1,30,0,99.7,9.43,24.9,2.789
2004,10,3,2,0,0,100.1,9.26,25.3,2.9271
2004,10,3,2,30,0,100,8.98,24.9,2.789
2004,10,3,3,0,0,100.3,8.81,24.8,2.7551
2004,10,3,3,30,0,100.2,8.67,24.5,2.6553
2004,10,3,4,0,0,100.5,8.49,24.9,2.789
2004,10,3,4,30,0,100.5,8.37,24.6,2.6883
2004,10,3,5,0,0,100.9,8.16,24.6,2.6883
2004,10,3,5,30,0,100.8,7.87,24.7,2.7216
2004,10,3,6,0,0,100.9,7.65,24.7,2.7216
2004,10,3,6,30,0,100.6,7.44,24.3,2.5901
2004,10,3,7,0,0,100.4,7.15,24.4,2.6225
2004,10,3,7,30,0,100.3,6.97,24.3,2.5901
2004,10,3,8,0,0,100.3,6.71,24.3,2.5901
2004,10,3,8,30,0,100.7,6.53,24.4,2.6225
2004,10,3,9,0,0,100.7,6.36,24.3,2.5901
2004,10,3,9,30,0,100.1,6.21,23.5,2.3399
2004,10,3,10,0,0,99.9,6.03,23.5,2.3399
2004,10,3,10,30,0,100.1,5.89,24,2.4943
2004,10,3,11,0,0,100,5.73,23.7,2.4008
2004,10,3,11,30,0,100.4,5.58,24,2.4943
2004,10,3,12,0,0,100.4,5.46,23.7,2.4008
2004,10,3,12,30,0,100.1,5.33,23.6,2.3702
2004,10,3,13,0,0,100.4,5.17,23.9,2.4629
2004,10,3,13,30,0,100.5,5.04,23.9,2.4629
2004,10,3,14,0,0,100.8,4.92,24,2.4943
2004,10,3,14,30,0,101.1,4.84,23.9,2.4629
2004,10,3,15,0,0,101.3,4.72,23.7,2.4008
2004,10,3,15,30,0,101.2,4.76,24,2.4943
2004,10,3,16,0,0,101.4,4.88,23.8,2.4317
2004,10,3,16,30,0,101.1,5.23,23.3,2.28
2004,10,3,17,0,0,101.5,6.24,25.1,2.8575
2004,10,3,17,30,0,100.9,7,24.5,2.6553
2004,10,3,18,0,0,101.1,7.6,25.1,2.8575
2004,10,3,18,30,0,100.3,8.29,26,3.1796
2004,10,3,19,0,0,100.1,9.15,25.9,3.1426
2004,10,3,19,30,0,99.9,10.01,27,3.5649
2004,10,3,20,0,0,99.5,10.79,26.4,3.3302
2004,10,3,20,30,0,99.5,11.35,25.9,3.1426
2004,10,3,21,0,0,98.5,11.96,24.3,2.5901
2004,10,3,21,30,0,98.5,12.52,24.7,2.7216
2004,10,3,22,0,0,98.5,12.85,24.6,2.6883
2004,10,3,22,30,0,98.7,12.85,25.1,2.8575
2004,10,3,23,0,0,98.8,12.62,25.3,2.9271
2004,10,3,23,30,0,98.7,12.31,25.5,2.9978
2004,10,4,0,0,0,98.6,12.05,24.9,2.789
2004,10,4,0,30,0,98.7,11.79,24.9,2.789
2004,10,4,1,0,0,98.9,11.55,25.3,2.9271
2004,10,4,1,30,0,98.9,11.27,25.2,2.8921
2004,10,4,2,0,0,99.3,10.93,25.3,2.9271
2004,10,4,2,30,0,99.5,10.53,25.3,2.9271
2004,10,4,3,0,0,99.5,10.19,24.9,2.789
2004,10,4,3,30,0,99.1,9.87,24.4,2.6225
2004,10,4,4,0,0,99.4,9.52,24.6,2.6883
2004,10,4,4,30,0,99.3,9.21,24.2,2.5579
2004,10,4,5,0,0,99.7,8.87,24.6,2.6883
2004,10,4,5,30,0,100,8.58,24.2,2.5579
2004,10,4,6,0,0,100.1,8.28,24.4,2.6225
2004,10,4,6,30,0,99.9,8.05,24.1,2.5259
2004,10,4,7,0,0,99.6,7.79,24,2.4943
2004,10,4,7,30,0,99.8,7.58,24.1,2.5259
2004,10,4,8,0,0,99.3,7.41,23.5,2.3399
2004,10,4,8,30,0,99.7,7.22,23.9,2.4629
2004,10,4,9,0,0,100.3,7.12,24.3,2.5901
2004,10,4,9,30,0,99.4,7.01,23.7,2.4008
2004,10,4,10,0,0,99.3,6.85,23.9,2.4629
2004,10,4,10,30,0,99.1,6.63,24,2.4943
2004,10,4,11,0,0,99.4,6.46,24.2,2.5579
2004,10,4,11,30,0,99.6,6.35,24.2,2.5579
2004,10,4,12,0,0,99.2,6.19,23.7,2.4008
2004,10,4,12,30,0,99.1,6.05,23.6,2.3702
2004,10,4,13,0,0,99.1,5.95,23.5,2.3399
2004,10,4,13,30,0,99.5,5.86,23.8,2.4317
2004,10,4,14,0,0,98.9,5.8,23.6,2.3702
2004,10,4,14,30,0,99.1,5.75,23.6,2.3702
2004,10,4,15,0,0,99.5,5.75,23.8,2.4317
2004,10,4,15,30,0,99.7,5.84,24,2.4943
2004,10,4,16,0,0,99.1,6.01,23.7,2.4008
2004,10,4,16,30,0,99.4,6.34,23.6,2.3702
2004,10,4,17,0,0,99,7.27,24.7,2.7216
2004,10,4,17,30,0,99.4,7.8,25.3,2.9271
2004,10,4,18,0,0,98.9,8.28,25.2,2.8921
2004,10,4,18,30,0,98.2,8.56,25.6,3.0336
2004,10,4,19,0,0,99.1,8.58,26.8,3.4854
2004,10,4,19,30,0,99.6,8.21,26.6,3.4072
2004,10,4,20,0,0,98.9,8.09,25.9,3.1426
2004,10,4,20,30,0,98.5,8.44,25.8,3.106
2004,10,4,21,0,0,97.8,9.25,25.4,2.9623
2004,10,4,21,30,0,97,10.13,24.8,2.7551
2004,10,4,22,0,0,97.5,10.3,25.1,2.8575
2004,10,4,22,30,0,97.7,10.31,24.8,2.7551
2004,10,4,23,0,0,97.3,10.2,24.9,2.789
2004,10,4,23,30,0,97.3,10.34,24.7,2.7216
2004,10,5,0,0,0,97.6,10.34,25,2.8231
2004,10,5,0,30,0,97.9,10.33,25.2,2.8921
2004,10,5,1,0,0,98.1,10.15,25.1,2.8575
2004,10,5,1,30,0,98.6,9.92,25.7,3.0696
2004,10,5,2,0,0,98.3,9.57,25.3,2.9271
2004,10,5,2,30,0,98.4,9.26,25.2,2.8921
2004,10,5,3,0,0,98.7,8.97,25,2.8231
2004,10,5,3,30,0,98.4,8.66,24.5,2.6553
2004,10,5,4,0,0,98.9,8.35,24.8,2.7551
2004,10,5,4,30,0,99.1,8.06,24.6,2.6883
2004,10,5,5,0,0,98.7,7.77,24,2.4943
2004,10,5,5,30,0,98.8,7.52,23.8,2.4317
2004,10,5,6,0,0,99.1,7.34,24.2,2.5579
2004,10,5,6,30,0,98.5,7.01,23.9,2.4629
2004,10,5,7,0,0,98.7,6.81,24.1,2.5259
2004,10,5,7,30,0,99,6.58,24.1,2.5259
2004,10,5,8,0,0,98.8,6.42,24,2.4943
2004,10,5,8,30,0,99.3,6.24,24.4,2.6225
2004,10,5,9,0,0,99.5,6.04,24.4,2.6225
2004,10,5,9,30,0,99.1,5.87,24.1,2.5259
2004,10,5,10,0,0,99.1,5.72,23.8,2.4317
2004,10,5,10,30,0,99.1,5.58,24,2.4943
2004,10,5,11,0,0,98.7,5.44,23.2,2.2504
2004,10,5,11,30,0,98.7,5.27,23.3,2.28
2004,10,5,12,0,0,98.7,5.11,23.3,2.28
2004,10,5,12,30,0,98.7,4.99,23.5,2.3399
2004,10,5,13,0,0,98.4,4.84,23.1,2.2211
2004,10,5,13,30,0,99,4.73,23.3,2.28
2004,10,5,14,0,0,99.5,4.6,23.5,2.3399
2004,10,5,14,30,0,99.5,4.47,23.4,2.3098
2004,10,5,15,0,0,99.8,4.44,23.5,2.3399
2004,10,5,15,30,0,99.9,4.46,23.8,2.4317
2004,10,5,16,0,0,99.5,4.63,23.5,2.3399
2004,10,5,16,30,0,99.8,4.99,23.5,2.3399
2004,10,5,17,0,0,99.5,5.93,24.4,2.6225
2004,10,5,17,30,0,99.3,6.66,25.2,2.8921
2004,10,5,18,0,0,99,7.35,24.9,2.789
2004,10,5,18,30,0,98.7,8.13,25.3,2.9271
2004,10,5,19,0,0,98.7,9.02,25.9,3.1426
2004,10,5,19,30,0,98.2,9.88,25.8,3.106
2004,10,5,20,0,0,98.1,10.82,25.8,3.106
2004,10,5,20,30,0,97.7,11.47,25.1,2.8575
2004,10,5,21,0,0,97.4,12.07,24.4,2.6225
2004,10,5,21,30,0,97.3,12.51,24.6,2.6883
2004,10,5,22,0,0,97,12.85,24.5,2.6553
2004,10,5,22,30,0,97.2,13.02,24.7,2.7216
2004,10,5,23,0,0,96.9,13.06,24.6,2.6883
2004,10,5,23,30,0,97,12.95,24.6,2.6883
2004,10,6,0,0,0,97.4,12.68,24.9,2.789
2004,10,6,0,30,0,97.3,12.45,24.6,2.6883
2004,10,6,1,0,0,97.8,12.15,25,2.8231
2004,10,6,1,30,0,97.5,11.83,24.6,2.6883
2004,10,6,2,0,0,97.7,11.44,24.5,2.6553
2004,10,6,2,30,0,97.9,11.06,24.7,2.7216
2004,10,6,3,0,0,98.2,10.71,24.9,2.789
2004,10,6,3,30,0,98.1,10.31,24.3,2.5901
2004,10,6,4,0,0,98.3,9.97,24.2,2.5579
2004,10,6,4,30,0,98.6,9.63,24.5,2.6553
2004,10,6,5,0,0,98.7,9.27,24,2.4943
2004,10,6,5,30,0,98.9,8.9,24.3,2.5901
2004,10,6,6,0,0,98.6,8.61,23.8,2.4317
2004,10,6,6,30,0,98.5,8.35,23.8,2.4317
2004,10,6,7,0,0,98,8.03,23.2,2.2504
2004,10,6,7,30,0,98.5,7.79,23.7,2.4008
2004,10,6,8,0,0,98.5,7.59,23.8,2.4317
2004,10,6,8,30,0,98.5,7.3,23.6,2.3702
2004,10,6,9,0,0,98.4,7.09,23.5,2.3399
2004,10,6,9,30,0,98.5,6.88,23.6,2.3702
2004,10,6,10,0,0,98.2,6.67,23.6,2.3702
2004,10,6,10,30,0,98.1,6.48,23.5,2.3399
2004,10,6,11,0,0,98.3,6.32,23.9,2.4629
2004,10,6,11,30,0,97.7,6.13,23.3,2.28
2004,10,6,12,0,0,98.3,6.02,23.7,2.4008
2004,10,6,12,30,0,98.2,5.87,23.3,2.28
2004,10,6,13,0,0,98.2,5.69,23.1,2.2211
2004,10,6,13,30,0,98.4,5.51,23,2.192
2004,10,6,14,0,0,97.9,5.39,22.5,2.0505
2004,10,6,14,30,0,98.5,5.28,23.1,2.2211
2004,10,6,15,0,0,99.3,5.2,23.7,2.4008
2004,10,6,15,30,0,99.2,5.22,23.6,2.3702
2004,10,6,16,0,0,99.1,5.34,23.6,2.3702
2004,10,6,16,30,0,98.8,5.68,22.9,2.1632
2004,10,6,17,0,0,99.5,6.68,24.6,2.6883
2004,10,6,17,30,0,99.2,7.38,25,2.8231
2004,10,6,18,0,0,98.7,8.05,24,2.4943
2004,10,6,18,30,0,98.9,8.84,25.2,2.8921
2004,10,6,19,0,0,98.2,9.69,25,2.8231
2004,10,6,19,30,0,98.1,10.38,25.3,2.9271
2004,10,6,20,0,0,97.9,11.1,25,2.8231
2004,10,6,20,30,0,97.8,11.61,25.1,2.8575
2004,10,6,21,0,0,97.8,11.88,24.7,2.7216
2004,10,6,21,30,0,97.5,12.34,24.5,2.6553
2004,10,6,22,0,0,97.7,12.74,24.4,2.6225
2004,10,6,22,30,0,97.7,12.89,24.5,2.6553
2004,10,6,23,0,0,97.7,12.98,24.7,2.7216
2004,10,6,23,30,0,97.6,12.84,24.4,2.6225
2004,10,7,0,0,0,97.4,12.63,24.4,2.6225
2004,10,7,0,30,0,97.6,12.43,24.3,2.5901
2004,10,7,1,0,0,97.5,12.16,24.5,2.6553
2004,10,7,1,30,0,97.5,11.87,24.5,2.6553
2004,10,7,2,0,0,97.5,11.52,24.4,2.6225
2004,10,7,2,30,0,97.9,11.13,24.8,2.7551
2004,10,7,3,0,0,97.6,10.73,23.9,2.4629
2004,10,7,3,30,0,97.8,10.41,24.2,2.5579
2004,10,7,4,0,0,98,10.02,24,2.4943
2004,10,7,4,30,0,98.1,9.7,24,2.4943
2004,10,7,5,0,0,98.7,9.47,24,2.4943
2004,10,7,5,30,0,98.7,9.07,24.1,2.5259
2004,10,7,6,0,0,98.3,8.79,23.6,2.3702
2004,10,7,6,30,0,99,8.49,23.9,2.4629
2004,10,7,7,0,0,98.8,8.2,23.8,2.4317
2004,10,7,7,30,0,98.8,7.95,23.8,2.4317
2004,10,7,8,0,0,98.7,7.69,23.6,2.3702
2004,10,7,8,30,0,98.5,7.45,23.3,2.28
2004,10,7,9,0,0,99.2,7.18,23.7,2.4008
2004,10,7,9,30,0,98.9,7.06,23.3,2.28
2004,10,7,10,0,0,98.8,6.8,23.2,2.2504
2004,10,7,10,30,0,98.7,6.56,23.4,2.3098
2004,10,7,11,0,0,98.3,6.35,23.1,2.2211
2004,10,7,11,30,0,98.1,6.19,22.8,2.1346
2004,10,7,12,0,0,98.3,6.06,23.2,2.2504
2004,10,7,12,30,0,98.7,5.87,23.5,2.3399
2004,10,7,13,0,0,98.6,5.64,22.9,2.1632
2004,10,7,13,30,0,98.5,5.46,23,2.192
2004,10,7,14,0,0,98.7,5.34,22.8,2.1346
2004,10,7,14,30,0,98.9,5.19,22.9,2.1632
2004,10,7,15,0,0,98.6,5.05,22.5,2.0505
2004,10,7,15,30,0,99.4,5.08,23.3,2.28
2004,10,7,16,0,0,99.5,5.18,23.2,2.2504
2004,10,7,16,30,0,98.9,5.47,22.5,2.0505
2004,10,7,17,0,0,99.5,6.52,24.2,2.5579
2004,10,7,17,30,0,99.1,7.19,24.9,2.789
2004,10,7,18,0,0,98.9,7.9,24.5,2.6553
2004,10,7,18,30,0,98.1,8.69,24.6,2.6883
2004,10,7,19,0,0,98.3,9.55,25,2.8231
2004,10,7,19,30,0,97.8,10.43,24.5,2.6553
2004,10,7,20,0,0,98,11.17,24.9,2.789
2004,10,7,20,30,0,97.7,11.79,24.6,2.6883
2004,10,7,21,0,0,97.5,12.34,24.1,2.5259
2004,10,7,21,30,0,97.5,12.81,24.2,2.5579
2004,10,7,22,0,0,97.4,13.19,24,2.4943
2004,10,7,22,30,0,97.5,13.36,23.9,2.4629
2004,10,7,23,0,0,97.7,13.41,24.1,2.5259
2004,10,7,23,30,0,97.7,13.25,24,2.4943
2004,10,8,0,0,0,97.6,13.04,23.7,2.4008
2004,10,8,0,30,0,97.9,12.81,24.4,2.6225
2004,10,8,1,0,0,97.9,12.51,24.3,2.5901
2004,10,8,1,30,0,97.9,12.24,24,2.4943
2004,10,8,2,0,0,98.2,11.83,24,2.4943
2004,10,8,2,30,0,98.8,11.41,24.4,2.6225
2004,10,8,3,0,0,98.9,11,24.2,2.5579
2004,10,8,3,30,0,98.9,10.65,24.1,2.5259
2004,10,8,4,0,0,98.8,10.26,23.7,2.4008
2004,10,8,4,30,0,99.5,9.95,23.9,2.4629
2004,10,8,5,0,0,99.1,9.59,23.4,2.3098
2004,10,8,5,30,0,99.5,9.15,24,2.4943
2004,10,8,6,0,0,99.3,8.9,23.4,2.3098
2004,10,8,6,30,0,99.5,8.58,23.6,2.3702
2004,10,8,7,0,0,99.2,8.38,23.2,2.2504
2004,10,8,7,30,0,98.9,8.09,23,2.192
2004,10,8,8,0,0,99,7.7,23.5,2.3399
2004,10,8,8,30,0,99.1,7.52,23.3,2.28
2004,10,8,9,0,0,99.5,7.29,23.6,2.3702
2004,10,8,9,30,0,99.3,7.12,23.4,2.3098
2004,10,8,10,0,0,99.3,6.87,23.2,2.2504
2004,10,8,10,30,0,99.1,6.59,23.1,2.2211
2004,10,8,11,0,0,99.1,6.53,23,2.192
2004,10,8,11,30,0,99,6.27,23,2.192
2004,10,8,12,0,0,99.1,6.1,22.8,2.1346
2004,10,8,12,30,0,98.7,5.89,22.5,2.0505
2004,10,8,13,0,0,99,5.72,22.7,2.1063
2004,10,8,13,30,0,99.1,5.58,22.8,2.1346
2004,10,8,14,0,0,99.1,5.4,22.7,2.1063
2004,10,8,14,30,0,98.9,5.25,22.1,1.9418
2004,10,8,15,0,0,99.1,5.16,22.3,1.9956
2004,10,8,15,30,0,99.7,5.16,22.9,2.1632
2004,10,8,16,0,0,99.9,5.29,23.2,2.2504
2004,10,8,16,30,0,99.7,5.58,23.6,2.3702
2004,10,8,17,0,0,99.5,6.31,24,2.4943
2004,10,8,17,30,0,99.3,6.84,25,2.8231
2004,10,8,18,0,0,99.1,7.39,24.3,2.5901
2004,10,8,18,30,0,98.5,8.02,24.5,2.6553
2004,10,8,19,0,0,98.6,8.71,24.7,2.7216
2004,10,8,19,30,0,98.2,9.45,25.6,3.0336
2004,10,8,20,0,0,98.2,10.16,25.9,3.1426
2004,10,8,20,30,0,97.3,10.75,24.4,2.6225
2004,10,8,21,0,0,97.1,11.34,24,2.4943
2004,10,8,21,30,0,96.9,11.87,23.6,2.3702
2004,10,8,22,0,0,97,12.33,24.1,2.5259
2004,10,8,22,30,0,97,12.47,24.2,2.5579
2004,10,8,23,0,0,96.8,12.49,24,2.4943
2004,10,8,23,30,0,96.9,12.33,24.3,2.5901
2004,10,9,0,0,0,96.6,12.05,24.1,2.5259
2004,10,9,0,30,0,96.3,11.88,24,2.4943
2004,10,9,1,0,0,96.4,11.55,24.4,2.6225
2004,10,9,1,30,0,96.2,11.26,24.5,2.6553
2004,10,9,2,0,0,95.9,10.91,24.2,2.5579
2004,10,9,2,30,0,95.7,10.47,23.9,2.4629
2004,10,9,3,0,0,95.7,10.19,23.8,2.4317
2004,10,9,3,30,0,95.3,9.86,23.5,2.3399
2004,10,9,4,0,0,95.5,9.51,23.6,2.3702
2004,10,9,4,30,0,95.4,9.17,23.3,2.28
2004,10,9,5,0,0,95.2,8.74,23.1,2.2211
2004,10,9,5,30,0,94.8,8.51,23.3,2.28
2004,10,9,6,0,0,95.1,8.26,23.4,2.3098
2004,10,9,6,30,0,95.2,8.05,23.5,2.3399
2004,10,9,7,0,0,94.4,7.79,22.6,2.0783
2004,10,9,7,30,0,94.5,7.55,22.7,2.1063
2004,10,9,8,0,0,94.9,7.44,23.2,2.2504
2004,10,9,8,30,0,94.8,7.23,23.2,2.2504
2004,10,9,9,0,0,94.8,7.02,22.9,2.1632
2004,10,9,9,30,0,94.3,6.86,22.4,2.0229
2004,10,9,10,0,0,94.5,6.71,22.5,2.0505
2004,10,9,10,30,0,94.1,6.59,22.5,2.0505
2004,10,9,11,0,0,93.7,6.44,22.8,2.1346
2004,10,9,11,30,0,93.2,6.32,22.5,2.0505
2004,10,9,12,0,0,93.3,6.2,22.5,2.0505
2004,10,9,12,30,0,92.8,6.07,22.2,1.9686
2004,10,9,13,0,0,93,5.93,22.3,1.9956
2004,10,9,13,30,0,92.5,5.67,21.7,1.8369
2004,10,9,14,0,0,92.8,5.42,22.3,1.9956
2004,10,9,14,30,0,92.4,5.19,22.2,1.9686
2004,10,9,15,0,0,92.2,5.1,22.1,1.9418
2004,10,9,15,30,0,92.1,5.14,22.3,1.9956
2004,10,9,16,0,0,92.3,5.25,22.7,2.1063
2004,10,9,16,30,0,92.1,5.55,22.7,2.1063
2004,10,9,17,0,0,92.7,6.6,24.1,2.5259
2004,10,9,17,30,0,92.3,6.92,24.3,2.5901
2004,10,9,18,0,0,91.8,7.35,24.1,2.5259
2004,10,9,18,30,0,91.7,7.74,24.1,2.5259
2004,10,9,19,0,0,91.4,8.2,24.2,2.5579
2004,10,9,19,30,0,90.9,8.69,23.6,2.3702
2004,10,9,20,0,0,90.5,9.43,23.2,2.2504
2004,10,9,20,30,0,90.2,10.05,23.6,2.3702
2004,10,9,21,0,0,89.9,10.61,23.6,2.3702
2004,10,9,21,30,0,89.7,10.99,23.4,2.3098
2004,10,9,22,0,0,90,11.05,24.2,2.5579
2004,10,9,22,30,0,89.7,11.07,23.7,2.4008
2004,10,9,23,0,0,89.7,10.93,23.7,2.4008
2004,10,9,23,30,0,90,10.83,24.2,2.5579
2004,10,10,0,0,0,90.1,10.64,24.2,2.5579
2004,10,10,0,30,0,90,10.45,24.2,2.5579
2004,10,10,1,0,0,89.7,10.23,23.7,2.4008
2004,10,10,1,30,0,89.9,9.96,23.8,2.4317
2004,10,10,2,0,0,89.8,9.55,23.5,2.3399
2004,10,10,2,30,0,89.7,9.23,23.1,2.2211
2004,10,10,3,0,0,89.7,8.99,23,2.192
2004,10,10,3,30,0,89.7,8.7,22.5,2.0505
2004,10,10,4,0,0,89.5,8.41,22.4,2.0229
2004,10,10,4,30,0,89.5,8.11,22.2,1.9686
2004,10,10,5,0,0,89.8,7.8,22.5,2.0505
2004,10,10,5,30,0,89.6,7.44,22.2,1.9686
2004,10,10,6,0,0,89.3,7.21,21.8,1.8628
2004,10,10,6,30,0,89.6,6.89,22.4,2.0229
2004,10,10,7,0,0,89.5,6.68,22.1,1.9418
2004,10,10,7,30,0,89.5,6.53,22.2,1.9686
2004,10,10,8,0,0,89.3,6.07,21.7,1.8369
2004,10,10,8,30,0,89.9,5.93,22.3,1.9956
2004,10,10,9,0,0,89.8,5.65,22,1.9152
2004,10,10,9,30,0,89.9,5.48,21.9,1.8889
2004,10,10,10,0,0,90.2,5.57,22.4,2.0229
2004,10,10,10,30,0,90.2,5.33,22.7,2.1063
2004,10,10,11,0,0,89.7,5.13,22,1.9152
2004,10,10,11,30,0,90,5.04,22.3,1.9956
2004,10,10,12,0,0,89.8,4.84,22.1,1.9418
2004,10,10,12,30,0,89.5,4.61,21.2,1.7113
2004,10,10,13,0,0,89.3,4.4,21.1,1.6869
2004,10,10,13,30,0,89.7,4.02,21.3,1.736
2004,10,10,14,0,0,89.7,3.81,21.3,1.736
2004,10,10,14,30,0,89.6,3.76,21,1.6627
2004,10,10,15,0,0,90,3.55,21,1.6627
2004,10,10,15,30,0,90.2,3.58,21.2,1.7113
2004,10,10,16,0,0,90.5,3.52,21.5,1.786
2004,10,10,16,30,0,90.1,3.67,21.3,1.736
2004,10,10,17,0,0,91.3,4.97,23,2.192
2004,10,10,17,30,0,90.7,5.05,23.1,2.2211
2004,10,10,18,0,0,90.5,5.44,23.8,2.4317
2004,10,10,18,30,0,90.7,6.1,25.3,2.9271
2004,10,10,19,0,0,90.1,6.94,24.6,2.6883
2004,10,10,19,30,0,90.1,7.77,24.5,2.6553
2004,10,10,20,0,0,89.6,8.61,24.5,2.6553
2004,10,10,20,30,0,89.3,9.41,24.2,2.5579
2004,10,10,21,0,0,89.2,9.89,24.4,2.6225
2004,10,10,21,30,0,89.1,10.46,24.1,2.5259
2004,10,10,22,0,0,88.9,10.96,24.1,2.5259
2004,10,10,22,30,0,89.3,10.89,23.9,2.4629
2004,10,10,23,0,0,89.3,10.91,23.8,2.4317
2004,10,10,23,30,0,89.3,10.77,23.8,2.4317
2004,10,11,0,0,0,89.3,10.43,23.6,2.3702
2004,10,11,0,30,0,89.5,10.18,23.6,2.3702
2004,10,11,1,0,0,89.9,9.68,23.6,2.3702
2004,10,11,1,30,0,89.9,9.05,22.9,2.1632
2004,10,11,2,0,0,90.1,8.49,23.1,2.2211
2004,10,11,2,30,0,90.3,7.98,22.9,2.1632
2004,10,11,3,0,0,90.5,7.45,22.7,2.1063
2004,10,11,3,30,0,90.3,7.01,22.3,1.9956
2004,10,11,4,0,0,90.6,6.57,22.4,2.0229
2004,10,11,4,30,0,90.9,6.39,22.4,2.0229
2004,10,11,5,0,0,90.8,6.37,21.6,1.8113
2004,10,11,5,30,0,90.9,6.48,21.9,1.8889
2004,10,11,6,0,0,91.1,6.06,21.8,1.8628
2004,10,11,6,30,0,90.9,5.58,21.5,1.786
2004,10,11,7,0,0,91,5.16,21.3,1.736
2004,10,11,7,30,0,91.4,4.91,21.4,1.7609
2004,10,11,8,0,0,91.5,5.02,21.5,1.786
2004,10,11,8,30,0,91.4,4.78,21.2,1.7113
2004,10,11,9,0,0,91.7,4.54,21.2,1.7113
2004,10,11,9,30,0,91.9,4.32,21.3,1.736
2004,10,11,10,0,0,91.2,3.96,20.7,1.5915
2004,10,11,10,30,0,91.5,3.88,21.4,1.7609
2004,10,11,11,0,0,91.4,3.85,21,1.6627
2004,10,11,11,30,0,91.1,3.71,21.1,1.6869
2004,10,11,12,0,0,91,3.66,21.1,1.6869
2004,10,11,12,30,0,91.4,3.52,21.3,1.736
2004,10,11,13,0,0,91.5,3.38,21.2,1.7113
2004,10,11,13,30,0,91.5,3.15,20.8,1.615
2004,10,11,14,0,0,91.8,3.02,21.2,1.7113
2004,10,11,14,30,0,91.6,2.82,20.5,1.5452
2004,10,11,15,0,0,92.1,2.64,20.8,1.615
2004,10,11,15,30,0,92,2.16,20.4,1.5224
2004,10,11,16,0,0,92.5,2.15,21.2,1.7113
2004,10,11,16,30,0,92.1,2.13,20.4,1.5224
2004,10,11,17,0,0,93.2,3.59,22.2,1.9686
2004,10,11,17,30,0,92.5,3.61,22.5,2.0505
2004,10,11,18,0,0,92.6,3.68,23.3,2.28
2004,10,11,18,30,0,92.3,4.12,24,2.4943
2004,10,11,19,0,0,92,4.78,23.7,2.4008
2004,10,11,19,30,0,91.9,5.63,23.9,2.4629
2004,10,11,20,0,0,91.9,6.54,23.3,2.28
2004,10,11,20,30,0,91,7.03,22.5,2.0505
2004,10,11,21,0,0,91,7.59,22.2,1.9686
2004,10,11,21,30,0,91.4,7.97,22.1,1.9418
2004,10,11,22,0,0,91.6,8.3,22.1,1.9418
2004,10,11,22,30,0,91.4,8.18,21.9,1.8889
2004,10,11,23,0,0,91.4,8.03,21.9,1.8889
2004,10,11,23,30,0,91.7,7.82,22,1.9152
2004,10,12,0,0,0,92.1,7.62,22,1.9152
2004,10,12,0,30,0,91.9,7.14,21.8,1.8628
2004,10,12,1,0,0,92.6,6.97,22.2,1.9686
2004,10,12,1,30,0,92.8,6.73,21.5,1.786
2004,10,12,2,0,0,93.1,6.1,21.8,1.8628
2004,10,12,2,30,0,93.4,5.75,21.7,1.8369
2004,10,12,3,0,0,93.7,5.4,21.7,1.8369
2004,10,12,3,30,0,93.8,5.04,22,1.9152
2004,10,12,4,0,0,94.2,4.8,21.9,1.8889
2004,10,12,4,30,0,94.5,4.72,21.6,1.8113
2004,10,12,5,0,0,94.7,4.46,21.6,1.8113
2004,10,12,5,30,0,94.5,4.15,21.3,1.736
2004,10,12,6,0,0,94.3,4.03,20.8,1.615
