date(yyyy/mm/dd), Estimated_unimpaired_flow_into_HetchHetchy(cubic_meters_per_second)
1992/07/26,  3.40
1992/07/27,  3.14
1992/07/28,  2.83
1992/07/29,  2.55
1992/07/30,  2.83
1992/07/31,  3.00
1992/08/01,  3.00
1992/08/02,  2.63
1992/08/03,  2.12
1992/08/04,  2.29
1992/08/05,  2.75
1992/08/06,  3.14
1992/08/07,  1.88
1992/08/08,  1.87
1992/08/09,  2.12
1992/08/10,  1.76
1992/08/11,  1.69
1992/08/12,  1.76
1992/08/13,  2.29
1992/08/14,  4.13
1992/08/15,  6.65
1992/08/16,  5.89
1992/08/17,  6.13
1992/08/18,  4.61
1992/08/19,  3.88
1992/08/20,  2.55
1992/08/21,  2.52
1992/08/22,  1.87
1992/08/23,  1.87
1992/08/24,  1.64
1992/08/25,  1.83
1992/08/26,  2.38
1992/08/27,  2.27
1992/08/28,  2.01
1992/08/29,  2.52
1992/08/30,  1.76
1992/08/31,  1.50
1992/09/01,  1.78
1992/09/02,  1.71
1992/09/03,  1.39
1992/09/04,  1.15
1992/09/05,  1.78
1992/09/06,  1.78
1992/09/07,  1.39
1992/09/08,  1.50
1992/09/09,  1.50
1992/09/10,  1.95
1992/09/11,  1.78
1992/09/12,  2.04
1992/09/13,  1.48
1992/09/14,  1.08
1992/09/15,  1.53
1992/09/16,  1.76
1992/09/17,  2.01
1992/09/18,  2.04
1992/09/19,  2.01
1992/09/20,  1.94
1992/09/21,  1.76
1992/09/22,  1.63
1992/09/23,  2.03
1992/09/24,  1.67
1992/09/25,  1.76
1992/09/26,  1.50
1992/09/27,  1.50
1992/09/28,  1.76
1992/09/29,  1.36
1992/09/30,  1.79
1992/10/01,  2.27
1992/10/02,  2.21
1992/10/03,  2.27
1992/10/04,  2.21
1992/10/05,  2.27
1992/10/06,  2.21
1992/10/07,  2.21
1992/10/08,  2.21
1992/10/09,  2.21
1992/10/10,  2.21
1992/10/11,  2.21
1992/10/12,  2.21
1992/10/13,  2.21
1992/10/14,  2.27
1992/10/15,  2.21
1992/10/16,  2.21
1992/10/17,  2.21
1992/10/18,  2.21
1992/10/19,  1.96
1992/10/20,  2.21
1992/10/21,  2.01
1992/10/22,  2.27
1992/10/23,  2.21
1992/10/24,  2.27
1992/10/25,  2.10
1992/10/26,  2.21
1992/10/27,  2.21
1992/10/28,  2.10
1992/10/29,  2.49
1992/10/30,  9.12
1992/10/31,  9.03
1992/11/01,  7.02
1992/11/02,  6.77
1992/11/03,  6.94
1992/11/04,  6.29
1992/11/05,  5.32
1992/11/06,  4.84
1992/11/07,  4.47
1992/11/08,  4.39
1992/11/09,  4.11
1992/11/10,  3.62
1992/11/11,  3.65
1992/11/12,  3.40
1992/11/13,  2.97
1992/11/14,  2.97
1992/11/15,  2.77
1992/11/16,  2.77
1992/11/17,  2.49
1992/11/18,  2.58
1992/11/19,  2.58
1992/11/20,  2.49
1992/11/21,  2.27
1992/11/22,  2.27
1992/11/23,  2.01
1992/11/24,  1.93
1992/11/25,  2.10
1992/11/26,  2.01
1992/11/27,  2.01
1992/11/28,  2.01
1992/11/29,  2.01
1992/11/30,  1.93
1992/12/01,  1.93
1992/12/02,  1.73
1992/12/03,  1.53
1992/12/04,  1.36
1992/12/05,  1.44
1992/12/06,  1.73
1992/12/07,  2.27
1992/12/08,  2.38
1992/12/09,  5.27
1992/12/10,  6.77
1992/12/11,  5.66
1992/12/12,  5.27
1992/12/13,  3.82
1992/12/14,  4.76
1992/12/15,  5.27
1992/12/16,  3.91
1992/12/17,  5.27
1992/12/18,  5.52
1992/12/19,  5.52
1992/12/20,  3.91
1992/12/21,  3.99
1992/12/22,  3.91
1992/12/23,  3.91
1992/12/24,  4.11
1992/12/25,  4.11
1992/12/26,  3.99
1992/12/27,  3.91
1992/12/28,  3.91
1992/12/29,  8.01
1992/12/30,  6.77
1992/12/31,  6.77
1993/01/01,  5.66
1993/01/02,  5.27
1993/01/03,  5.52
1993/01/04,  4.28
1993/01/05,  4.28
1993/01/06,  5.61
1993/01/07, 15.54
1993/01/08, 24.32
1993/01/09, 17.81
1993/01/10, 12.74
1993/01/11, 11.89
1993/01/12, 11.33
1993/01/13, 14.55
1993/01/14, 20.56
1993/01/15, 21.57
1993/01/16, 22.08
1993/01/17, 21.06
1993/01/18, 19.82
1993/01/19, 18.32
1993/01/20, 17.84
1993/01/21, 25.34
1993/01/22, 42.64
1993/01/23, 30.35
1993/01/24, 21.57
1993/01/25, 16.99
1993/01/26, 15.29
1993/01/27, 13.79
1993/01/28, 13.05
1993/01/29, 14.30
1993/01/30, 11.55
1993/01/31, 11.33
1993/02/01, 11.33
1993/02/02, 11.33
1993/02/03, 12.03
1993/02/04, 12.03
1993/02/05, 10.79
1993/02/06, 11.78
1993/02/07, 10.93
1993/02/08, 12.91
1993/02/09, 19.05
1993/02/10, 15.54
1993/02/11, 14.60
1993/02/12, 13.28
1993/02/13, 12.34
1993/02/14, 11.86
1993/02/15, 11.57
1993/02/16, 11.10
1993/02/17, 10.53
1993/02/18, 10.82
1993/02/19, 15.29
1993/02/20, 18.32
1993/02/21, 15.29
1993/02/22, 12.29
1993/02/23, 13.31
1993/02/24, 17.55
1993/02/25, 13.05
1993/02/26, 10.79
1993/02/27, 12.54
1993/02/28, 11.33
1993/03/01, 11.04
1993/03/02, 12.03
1993/03/03, 15.80
1993/03/04, 16.05
1993/03/05, 15.54
1993/03/06, 19.31
1993/03/07, 21.83
1993/03/08, 24.07
1993/03/09, 23.84
1993/03/10, 23.07
1993/03/11, 24.07
1993/03/12, 24.32
1993/03/13, 25.48
1993/03/14, 28.02
1993/03/15, 35.62
1993/03/16, 28.09
1993/03/17, 44.14
1993/03/18, 60.70
1993/03/19, 88.05
1993/03/20, 39.07
1993/03/21, 39.13
1993/03/22, 42.38
1993/03/23, 44.45
1993/03/24, 45.30
1993/03/25, 46.72
1993/03/26, 41.90
1993/03/27, 38.22
1993/03/28, 30.86
1993/03/29, 27.25
1993/03/30, 25.90
1993/03/31, 30.35
1993/04/01, 35.96
1993/04/02, 42.75
1993/04/03, 39.64
1993/04/04, 37.88
1993/04/05, 39.64
1993/04/06, 31.99
1993/04/07, 25.48
1993/04/08, 26.05
1993/04/09, 34.82
1993/04/10, 36.52
1993/04/11, 36.81
1993/04/12, 34.82
1993/04/13, 32.84
1993/04/14, 31.14
1993/04/15, 32.84
1993/04/16, 37.94
1993/04/17, 35.39
1993/04/18, 33.98
1993/04/19, 29.36
1993/04/20, 35.36
1993/04/21, 41.05
1993/04/22, 58.18
1993/04/23, 55.78
1993/04/24, 49.26
1993/04/25, 42.47
1993/04/26, 48.13
1993/04/27, 63.99
1993/04/28, 77.29
1993/04/29, 80.41
1993/04/30, 95.70
1993/05/01, 112.68
1993/05/02, 121.91
1993/05/03, 126.16
1993/05/04, 107.75
1993/05/05, 86.07
1993/05/06, 82.39
1993/05/07, 82.79
1993/05/08, 84.94
1993/05/09, 91.17
1993/05/10, 106.46
1993/05/11, 147.51
1993/05/12, 148.39
1993/05/13, 128.32
1993/05/14, 118.23
1993/05/15, 118.06
1993/05/16, 123.44
1993/05/17, 138.24
1993/05/18, 180.12
1993/05/19, 203.33
1993/05/20, 179.85
1993/05/21, 198.59
1993/05/22, 185.16
1993/05/23, 180.24
1993/05/24, 198.61
1993/05/25, 201.90
1993/05/26, 191.06
1993/05/27, 141.91
1993/05/28, 125.23
1993/05/29, 112.35
1993/05/30, 113.87
1993/05/31, 138.06
1993/06/01, 192.82
1993/06/02, 124.55
1993/06/03, 94.88
1993/06/04, 85.08
1993/06/05, 107.04
1993/06/06, 96.65
1993/06/07, 71.10
1993/06/08, 76.73
1993/06/09, 83.49
1993/06/10, 103.30
1993/06/11, 146.61
1993/06/12, 152.25
1993/06/13, 147.89
1993/06/14, 157.02
1993/06/15, 170.45
1993/06/16, 193.37
1993/06/17, 168.88
1993/06/18, 147.93
1993/06/19, 161.04
1993/06/20, 184.04
1993/06/21, 166.62
1993/06/22, 140.70
1993/06/23, 121.86
1993/06/24, 124.99
1993/06/25, 156.90
1993/06/26, 170.10
1993/06/27, 176.59
1993/06/28, 187.63
1993/06/29, 150.07
1993/06/30, 109.74
1993/07/01, 95.56
1993/07/02, 143.95
1993/07/03, 134.23
1993/07/04, 101.08
1993/07/05, 103.91
1993/07/06, 110.87
1993/07/07, 112.37
1993/07/08, 95.70
1993/07/09, 86.64
1993/07/10, 79.28
1993/07/11, 76.89
1993/07/12, 88.08
1993/07/13, 60.07
1993/07/14, 50.18
1993/07/15, 47.34
1993/07/16, 44.63
1993/07/17, 32.84
1993/07/18, 31.71
1993/07/19, 31.71
1993/07/20, 32.84
1993/07/21, 31.71
1993/07/22, 29.16
1993/07/23, 31.71
1993/07/24, 39.64
1993/07/25, 38.15
1993/07/26, 34.16
1993/07/27, 33.37
1993/07/28, 31.71
1993/07/29, 28.66
1993/07/30, 23.37
1993/07/31, 22.49
1993/08/01, 22.32
1993/08/02, 21.57
1993/08/03, 23.33
1993/08/04, 22.93
1993/08/05, 21.51
1993/08/06, 18.52
1993/08/07, 14.04
1993/08/08, 12.06
1993/08/09, 10.36
1993/08/10,  9.06
1993/08/11,  7.42
1993/08/12,  7.22
1993/08/13,  6.65
1993/08/14,  5.89
1993/08/15,  4.95
1993/08/16,  4.47
1993/08/17,  4.11
1993/08/18,  3.42
1993/08/19,  3.26
1993/08/20,  2.77
1993/08/21,  2.77
1993/08/22,  2.58
1993/08/23,  2.46
1993/08/24,  2.49
1993/08/25,  2.97
1993/08/26,  3.40
1993/08/27,  3.26
1993/08/28,  2.97
1993/08/29,  3.14
1993/08/30,  2.66
1993/08/31,  2.38
1993/09/01,  2.10
1993/09/02,  2.21
1993/09/03,  2.10
1993/09/04,  2.21
1993/09/05,  2.01
1993/09/06,  2.03
1993/09/07,  2.17
1993/09/08,  2.01
1993/09/09,  2.21
1993/09/10,  1.93
1993/09/11,  1.81
1993/09/12,  1.73
1993/09/13,  1.81
1993/09/14,  1.64
1993/09/15,  1.64
1993/09/16,  1.64
1993/09/17,  1.44
1993/09/18,  1.36
1993/09/19,  1.08
1993/09/20,  1.25
1993/09/21,  1.25
1993/09/22,  1.08
1993/09/23,  0.88
1993/09/24,  0.88
1993/09/25,  0.59
1993/09/26,  0.87
1993/09/27,  0.79
1993/09/28,  0.59
1993/09/29,  0.68
1993/09/30,  0.59
1993/10/01,  1.53
1993/10/02,  1.53
1993/10/03,  1.53
1993/10/04,  1.53
1993/10/05,  1.53
1993/10/06,  1.36
1993/10/07,  1.53
1993/10/08,  1.53
1993/10/09,  1.44
1993/10/10,  1.44
1993/10/11,  1.53
1993/10/12,  1.47
1993/10/13,  1.53
1993/10/14,  1.73
1993/10/15,  1.81
1993/10/16,  2.01
1993/10/17,  2.27
1993/10/18,  2.10
1993/10/19,  2.01
1993/10/20,  1.93
1993/10/21,  1.93
1993/10/22,  1.93
1993/10/23,  2.01
1993/10/24,  1.93
1993/10/25,  2.04
1993/10/26,  2.01
1993/10/27,  1.81
1993/10/28,  1.73
1993/10/29,  1.81
1993/10/30,  1.73
1993/10/31,  1.64
1993/11/01,  1.64
1993/11/02,  1.53
1993/11/03,  1.64
1993/11/04,  1.64
1993/11/05,  1.64
1993/11/06,  1.64
1993/11/07,  1.73
1993/11/08,  1.64
1993/11/09,  1.53
1993/11/10,  1.44
1993/11/11,  1.53
1993/11/12,  1.64
1993/11/13,  1.53
1993/11/14,  1.53
1993/11/15,  1.64
1993/11/16,  1.53
1993/11/17,  1.64
1993/11/18,  1.81
1993/11/19,  1.64
1993/11/20,  1.64
1993/11/21,  1.53
1993/11/22,  1.53
1993/11/23,  1.42
1993/11/24,  1.64
1993/11/25,  1.64
1993/11/26,  1.53
1993/11/27,  1.64
1993/11/28,  1.64
1993/11/29,  1.64
1993/11/30,  1.64
1993/12/01,  1.46
1993/12/02,  1.64
1993/12/03,  1.64
1993/12/04,  1.42
1993/12/05,  1.64
1993/12/06,  1.64
1993/12/07,  1.64
1993/12/08,  1.53
1993/12/09,  1.64
1993/12/10,  1.64
1993/12/11,  1.53
1993/12/12,  1.64
1993/12/13,  1.93
1993/12/14,  2.10
1993/12/15,  2.10
1993/12/16,  2.10
1993/12/17,  2.10
1993/12/18,  2.10
1993/12/19,  2.10
1993/12/20,  2.10
1993/12/21,  2.10
1993/12/22,  2.10
1993/12/23,  2.10
1993/12/24,  2.27
1993/12/25,  2.38
1993/12/26,  2.49
1993/12/27,  2.49
1993/12/28,  2.49
1993/12/29,  2.27
1993/12/30,  2.27
1993/12/31,  2.21
1994/01/01,  1.73
1994/01/02,  1.73
1994/01/03,  1.73
1994/01/04,  1.53
1994/01/05,  1.73
1994/01/06,  1.64
1994/01/07,  1.53
1994/01/08,  1.53
1994/01/09,  1.44
1994/01/10,  1.53
1994/01/11,  1.64
1994/01/12,  1.53
1994/01/13,  1.75
1994/01/14,  1.64
1994/01/15,  1.42
1994/01/16,  1.53
1994/01/17,  1.81
1994/01/18,  1.64
1994/01/19,  1.81
1994/01/20,  1.64
1994/01/21,  1.64
1994/01/22,  1.73
1994/01/23,  1.53
1994/01/24,  1.81
1994/01/25,  1.81
1994/01/26,  1.81
1994/01/27,  1.81
1994/01/28,  1.93
1994/01/29,  1.73
1994/01/30,  1.81
1994/01/31,  1.81
1994/02/01,  1.93
1994/02/02,  1.93
1994/02/03,  1.81
1994/02/04,  1.81
1994/02/05,  1.93
1994/02/06,  2.01
1994/02/07,  2.01
1994/02/08,  2.10
1994/02/09,  2.49
1994/02/10,  2.10
1994/02/11,  2.10
1994/02/12,  2.42
1994/02/13,  2.49
1994/02/14,  2.62
1994/02/15,  2.86
1994/02/16,  2.97
1994/02/17,  3.40
1994/02/18,  3.54
1994/02/19,  3.82
1994/02/20,  3.99
1994/02/21,  4.19
1994/02/22,  4.47
1994/02/23,  4.47
1994/02/24,  4.46
1994/02/25,  4.62
1994/02/26,  7.13
1994/02/27,  7.33
1994/02/28,  8.10
1994/03/01,  8.66
1994/03/02,  9.23
1994/03/03, 11.33
1994/03/04, 12.23
1994/03/05, 14.50
1994/03/06, 15.80
1994/03/07, 14.50
1994/03/08, 12.43
1994/03/09, 11.33
1994/03/10, 13.36
1994/03/11, 13.53
1994/03/12, 12.60
1994/03/13, 12.43
1994/03/14, 12.60
1994/03/15, 14.10
1994/03/16, 19.76
1994/03/17, 16.73
1994/03/18, 15.06
1994/03/19, 14.30
1994/03/20, 14.86
1994/03/21, 13.17
1994/03/22, 12.87
1994/03/23, 11.66
1994/03/24, 10.33
1994/03/25,  9.34
1994/03/26,  9.60
1994/03/27, 11.86
1994/03/28, 12.80
1994/03/29, 14.86
1994/03/30, 16.36
1994/03/31, 20.67
1994/04/01, 22.65
1994/04/02, 28.64
1994/04/03, 27.34
1994/04/04, 25.99
1994/04/05, 24.63
1994/04/06, 21.26
1994/04/07, 16.87
1994/04/08, 17.50
1994/04/09, 16.36
1994/04/10, 16.99
1994/04/11, 16.56
1994/04/12, 15.60
1994/04/13, 18.50
1994/04/14, 22.70
1994/04/15, 29.63
1994/04/16, 43.26
1994/04/17, 61.16
1994/04/18, 77.86
1994/04/19, 100.79
1994/04/20, 99.66
1994/04/21, 102.49
1994/04/22, 81.60
1994/04/23, 68.51
1994/04/24, 56.81
1994/04/25, 39.58
1994/04/26, 31.99
1994/04/27, 28.92
1994/04/28, 27.18
1994/04/29, 25.74
1994/04/30, 28.09
1994/05/01, 26.90
1994/05/02, 30.86
1994/05/03, 40.88
1994/05/04, 54.08
1994/05/05, 71.35
1994/05/06, 68.49
1994/05/07, 59.18
1994/05/08, 52.31
1994/05/09, 47.70
1994/05/10, 59.49
1994/05/11, 88.98
1994/05/12, 111.38
1994/05/13, 120.61
1994/05/14, 116.82
1994/05/15, 112.61
1994/05/16, 89.02
1994/05/17, 59.38
1994/05/18, 50.40
1994/05/19, 47.79
1994/05/20, 45.73
1994/05/21, 46.83
1994/05/22, 49.86
1994/05/23, 57.97
1994/05/24, 69.21
1994/05/25, 75.31
1994/05/26, 81.82
1994/05/27, 92.19
1994/05/28, 87.72
1994/05/29, 82.39
1994/05/30, 88.48
1994/05/31, 117.21
1994/06/01, 126.84
1994/06/02, 77.49
1994/06/03, 86.07
1994/06/04, 70.31
1994/06/05, 63.70
1994/06/06, 57.44
1994/06/07, 48.89
1994/06/08, 40.23
1994/06/09, 41.06
1994/06/10, 47.03
1994/06/11, 50.03
1994/06/12, 51.93
1994/06/13, 48.41
1994/06/14, 38.93
1994/06/15, 37.06
1994/06/16, 28.36
1994/06/17, 19.22
1994/06/18, 18.88
1994/06/19, 18.05
1994/06/20, 16.99
1994/06/21, 17.84
1994/06/22, 17.84
1994/06/23, 16.14
1994/06/24, 14.72
1994/06/25, 14.16
1994/06/26, 13.17
1994/06/27, 12.17
1994/06/28, 12.17
1994/06/29, 12.43
1994/06/30, 12.74
1994/07/01, 11.47
1994/07/02,  9.60
1994/07/03,  7.70
1994/07/04,  6.96
1994/07/05,  6.51
1994/07/06,  5.66
1994/07/07,  5.38
1994/07/08,  4.50
1994/07/09,  3.54
1994/07/10,  3.54
1994/07/11,  3.06
1994/07/12,  2.86
1994/07/13,  2.86
1994/07/14,  2.86
1994/07/15,  2.77
1994/07/16,  2.58
1994/07/17,  2.49
1994/07/18,  2.49
1994/07/19,  2.49
1994/07/20,  2.49
1994/07/21,  2.27
1994/07/22,  2.27
1994/07/23,  2.10
1994/07/24,  2.01
1994/07/25,  2.10
1994/07/26,  1.93
1994/07/27,  1.64
1994/07/28,  1.64
1994/07/29,  1.73
1994/07/30,  1.44
1994/07/31,  1.36
1994/08/01,  1.25
1994/08/02,  1.25
1994/08/03,  1.13
1994/08/04,  1.13
1994/08/05,  1.13
1994/08/06,  1.25
1994/08/07,  1.08
1994/08/08,  1.08
1994/08/09,  0.96
1994/08/10,  0.88
1994/08/11,  0.96
1994/08/12,  0.88
1994/08/13,  0.79
1994/08/14,  0.79
1994/08/15,  0.65
1994/08/16,  0.68
1994/08/17,  0.57
1994/08/18,  0.51
1994/08/19,  0.59
1994/08/20,  0.59
1994/08/21,  0.68
1994/08/22,  0.59
1994/08/23,  0.68
1994/08/24,  0.59
1994/08/25,  0.68
1994/08/26,  0.68
1994/08/27,  0.68
1994/08/28,  0.59
1994/08/29,  0.59
1994/08/30,  0.68
1994/08/31,  0.68
1994/09/01,  0.79
1994/09/02,  0.79
1994/09/03,  0.68
1994/09/04,  0.68
1994/09/05,  0.79
1994/09/06,  0.68
1994/09/07,  0.59
1994/09/08,  0.51
1994/09/09,  0.59
1994/09/10,  0.59
1994/09/11,  0.59
1994/09/12,  0.68
1994/09/13,  0.79
1994/09/14,  0.59
1994/09/15,  0.75
1994/09/16,  0.68
1994/09/17,  0.68
1994/09/18,  0.59
1994/09/19,  0.68
1994/09/20,  0.59
1994/09/21,  0.59
1994/09/22,  0.44
1994/09/23,  0.59
1994/09/24,  0.68
1994/09/25,  0.79
1994/09/26,  0.79
1994/09/27,  0.59
1994/09/28,  0.79
1994/09/29,  0.79
1994/09/30,  0.40
1994/10/01,  0.79
1994/10/02,  1.13
1994/10/03,  1.08
1994/10/04,  2.49
1994/10/05,  9.61
1994/10/06,  7.50
1994/10/07,  6.09
1994/10/08,  6.00
1994/10/09,  6.17
1994/10/10,  6.37
1994/10/11,  7.13
1994/10/12,  7.22
1994/10/13,  6.65
1994/10/14,  5.61
1994/10/15,  4.28
1994/10/16,  3.71
1994/10/17,  2.97
1994/10/18,  2.38
1994/10/19,  2.10
1994/10/20,  1.93
1994/10/21,  1.64
1994/10/22,  1.73
1994/10/23,  1.73
1994/10/24,  1.73
1994/10/25,  1.73
1994/10/26,  1.73
1994/10/27,  1.64
1994/10/28,  1.64
1994/10/29,  1.44
1994/10/30,  1.44
1994/10/31,  1.36
1994/11/01,  1.25
1994/11/02,  1.25
1994/11/03,  1.25
1994/11/04,  1.73
1994/11/05,  2.40
1994/11/06, 43.75
1994/11/07, 42.47
1994/11/08, 24.07
1994/11/09, 19.82
1994/11/10, 15.29
1994/11/11, 14.16
1994/11/12, 13.31
1994/11/13, 11.33
1994/11/14, 11.04
1994/11/15,  8.78
1994/11/16,  5.69
1994/11/17,  5.63
1994/11/18,  5.44
1994/11/19,  5.66
1994/11/20,  6.37
1994/11/21,  5.61
1994/11/22,  5.61
1994/11/23,  5.32
1994/11/24,  5.32
1994/11/25,  5.24
1994/11/26,  5.80
1994/11/27,  6.57
1994/11/28,  6.29
1994/11/29,  5.80
1994/11/30,  5.66
1994/12/01,  5.66
1994/12/02,  5.66
1994/12/03,  6.09
1994/12/04,  8.78
1994/12/05, 10.48
1994/12/06,  7.79
1994/12/07,  7.79
1994/12/08,  7.42
1994/12/09,  7.22
1994/12/10,  6.65
1994/12/11,  6.46
1994/12/12,  6.17
1994/12/13,  6.09
1994/12/14,  5.89
1994/12/15,  5.89
1994/12/16,  6.00
1994/12/17,  5.89
1994/12/18,  5.80
1994/12/19,  5.52
1994/12/20,  5.44
1994/12/21,  5.32
1994/12/22,  5.04
1994/12/23,  5.04
1994/12/24,  5.12
1994/12/25,  5.24
1994/12/26,  4.95
1994/12/27,  4.84
1994/12/28,  4.76
1994/12/29,  4.76
1994/12/30,  4.67
1994/12/31,  4.88
1995/01/01,  4.76
1995/01/02,  4.84
1995/01/03,  4.84
1995/01/04,  5.04
1995/01/05,  9.20
1995/01/06,  8.92
1995/01/07, 16.70
1995/01/08, 18.40
1995/01/09, 28.03
1995/01/10, 49.26
1995/01/11, 65.97
1995/01/12, 29.73
1995/01/13, 30.58
1995/01/14, 33.98
1995/01/15, 58.32
1995/01/16, 29.73
1995/01/17, 23.22
1995/01/18, 16.62
1995/01/19, 16.70
1995/01/20, 15.01
1995/01/21, 13.59
1995/01/22, 13.31
1995/01/23, 14.16
1995/01/24, 15.01
1995/01/25, 16.70
1995/01/26, 16.99
1995/01/27, 15.86
1995/01/28, 15.01
1995/01/29, 15.01
1995/01/30, 16.14
1995/01/31, 16.14
1995/02/01, 18.97
1995/02/02, 20.10
1995/02/03, 22.65
1995/02/04, 22.08
1995/02/05, 23.78
1995/02/06, 19.82
1995/02/07, 18.12
1995/02/08, 19.25
1995/02/09, 17.55
1995/02/10, 13.84
1995/02/11, 14.33
1995/02/12, 14.33
1995/02/13, 13.39
1995/02/14, 13.59
1995/02/15, 12.63
1995/02/16, 12.71
1995/02/17, 12.71
1995/02/18, 12.83
1995/02/19, 13.28
1995/02/20, 16.70
1995/02/21, 19.25
1995/02/22, 21.52
1995/02/23, 24.07
1995/02/24, 26.90
1995/02/25, 27.75
1995/02/26, 24.92
1995/02/27, 25.23
1995/02/28, 25.31
1995/03/01, 22.65
1995/03/02, 21.53
1995/03/03, 23.22
1995/03/04, 24.92
1995/03/05, 21.45
1995/03/06, 19.16
1995/03/07, 18.21
1995/03/08, 16.79
1995/03/09, 37.66
1995/03/10, 131.65
1995/03/11, 153.74
1995/03/12, 66.82
1995/03/13, 43.04
1995/03/14, 40.49
1995/03/15, 37.66
1995/03/16, 35.96
1995/03/17, 36.52
1995/03/18, 38.51
1995/03/19, 45.58
1995/03/20, 54.36
1995/03/21, 51.81
1995/03/22, 43.04
1995/03/23, 35.96
1995/03/24, 32.48
1995/03/25, 29.73
1995/03/26, 25.48
1995/03/27, 25.76
1995/03/28, 23.58
1995/03/29, 25.76
1995/03/30, 26.80
1995/03/31, 26.74
1995/04/01, 29.29
1995/04/02, 33.41
1995/04/03, 33.74
1995/04/04, 37.66
1995/04/05, 42.47
1995/04/06, 48.41
1995/04/07, 42.19
1995/04/08, 43.60
1995/04/09, 36.03
1995/04/10, 33.89
1995/04/11, 31.99
1995/04/12, 39.07
1995/04/13, 52.94
1995/04/14, 49.26
1995/04/15, 38.51
1995/04/16, 36.81
1995/04/17, 33.13
1995/04/18, 28.03
1995/04/19, 26.33
1995/04/20, 25.76
1995/04/21, 22.08
1995/04/22, 26.72
1995/04/23, 28.88
1995/04/24, 32.64
1995/04/25, 44.37
1995/04/26, 61.40
1995/04/27, 67.07
1995/04/28, 72.48
1995/04/29, 99.86
1995/04/30, 162.31
1995/05/01, 184.39
1995/05/02, 158.83
1995/05/03, 98.48
1995/05/04, 86.81
1995/05/05, 74.14
1995/05/06, 60.02
1995/05/07, 51.81
1995/05/08, 52.66
1995/05/09, 62.00
1995/05/10, 69.37
1995/05/11, 81.26
1995/05/12, 83.52
1995/05/13, 65.39
1995/05/14, 55.28
1995/05/15, 52.10
1995/05/16, 49.26
1995/05/17, 46.43
1995/05/18, 74.18
1995/05/19, 92.11
1995/05/20, 124.33
1995/05/21, 146.13
1995/05/22, 154.02
1995/05/23, 129.39
1995/05/24, 113.82
1995/05/25, 91.94
1995/05/26, 86.82
1995/05/27, 111.52
1995/05/28, 140.00
1995/05/29, 159.40
1995/05/30, 184.25
1995/05/31, 196.63
1995/06/01, 221.85
1995/06/02, 239.59
1995/06/03, 211.00
1995/06/04, 227.35
1995/06/05, 271.76
1995/06/06, 226.47
1995/06/07, 147.46
1995/06/08, 100.25
1995/06/09, 73.72
1995/06/10, 91.39
1995/06/11, 165.70
1995/06/12, 227.34
1995/06/13, 233.20
1995/06/14, 229.91
1995/06/15, 224.19
1995/06/16, 161.61
1995/06/17, 107.94
1995/06/18, 92.80
1995/06/19, 122.97
1995/06/20, 137.19
1995/06/21, 126.91
1995/06/22, 153.29
1995/06/23, 185.86
1995/06/24, 240.07
1995/06/25, 268.54
1995/06/26, 324.75
1995/06/27, 318.80
1995/06/28, 312.57
1995/06/29, 305.78
1995/06/30, 295.02
1995/07/01, 262.74
1995/07/02, 239.53
1995/07/03, 227.35
1995/07/04, 226.50
1995/07/05, 226.92
1995/07/06, 251.53
1995/07/07, 299.27
1995/07/08, 285.11
1995/07/09, 363.25
1995/07/10, 324.75
1995/07/11, 224.01
1995/07/12, 185.95
1995/07/13, 144.39
1995/07/14, 130.80
1995/07/15, 131.97
1995/07/16, 137.88
1995/07/17, 150.62
1995/07/18, 178.09
1995/07/19, 161.46
1995/07/20, 153.74
1995/07/21, 147.23
1995/07/22, 138.17
1995/07/23, 126.56
1995/07/24, 111.27
1995/07/25, 106.17
1995/07/26, 104.47
1995/07/27, 105.04
1995/07/28, 123.73
1995/07/29, 133.92
1995/07/30, 161.95
1995/07/31, 105.24
1995/08/01, 82.94
1995/08/02, 71.91
1995/08/03, 71.36
1995/08/04, 80.69
1995/08/05, 84.94
1995/08/06, 83.43
1995/08/07, 68.33
1995/08/08, 59.17
1995/08/09, 51.25
1995/08/10, 48.70
1995/08/11, 46.43
1995/08/12, 41.80
1995/08/13, 38.51
1995/08/14, 38.51
1995/08/15, 37.66
1995/08/16, 39.35
1995/08/17, 38.51
1995/08/18, 35.67
1995/08/19, 33.13
1995/08/20, 31.43
1995/08/21, 30.29
1995/08/22, 28.03
1995/08/23, 39.64
1995/08/24, 39.07
1995/08/25, 32.20
1995/08/26, 23.85
1995/08/27, 20.92
1995/08/28, 17.72
1995/08/29, 14.72
1995/08/30, 13.59
1995/08/31, 13.31
1995/09/01, 13.31
1995/09/02, 12.74
1995/09/03, 16.99
1995/09/04, 22.08
1995/09/05, 26.05
1995/09/06, 14.41
1995/09/07, 12.83
1995/09/08, 12.72
1995/09/09,  8.49
1995/09/10,  6.83
1995/09/11,  6.17
1995/09/12,  5.66
1995/09/13,  5.37
1995/09/14,  4.95
1995/09/15,  4.95
1995/09/16,  5.00
1995/09/17,  5.32
1995/09/18,  5.44
1995/09/19,  4.95
1995/09/20,  4.67
1995/09/21,  3.71
1995/09/22,  4.11
1995/09/23,  4.28
1995/09/24,  3.91
1995/09/25,  3.71
1995/09/26,  3.47
1995/09/27,  2.46
1995/09/28,  2.57
1995/09/29,  2.27
1995/09/30,  1.73
